"","p_d_node","p_state","d_state","change","p_pp","d_pp","dpp>ppp"
"562","1374_280",1,1,0,1,1,0
"563","1370_281",1,1,0,1,1,0
"564","1360_1377",1,1,0,1,1,0
"565","1377_282",1,1,0,1,1,0
"566","1377_1378",1,1,0,1,1,0
"567","1378_1379",1,1,0,1,1,0
"568","1379_283",1,1,0,1,1,0
"569","1379_284",1,1,0,1,1,0
"570","1378_1380",1,1,0,1,1,0
"571","1380_1381",1,1,0,1,1,0
"572","1381_1382",1,0,1,1,0.986,0
"573","1382_285",0,0,0,0.986,1,1
"574","1382_1383",0,0,0,0.986,1,1
"575","1383_1384",0,0,0,1,1,0
"576","1384_1385",0,0,0,1,1,0
"577","1385_286",0,0,0,1,1,0
"578","1385_287",0,0,0,1,1,0
"579","1384_1386",0,0,0,1,1,0
"580","1386_1387",0,0,0,1,1,0
"581","1387_288",0,0,0,1,1,0
"582","1387_289",0,0,0,1,1,0
"583","1386_290",0,0,0,1,1,0
"584","1383_1388",0,0,0,1,1,0
"585","1388_1389",0,0,0,1,1,0
"586","1389_291",0,0,0,1,1,0
"587","1389_1390",0,0,0,1,1,0
"588","1390_1391",0,0,0,1,1,0
"589","1391_1392",0,0,0,1,1,0
"590","1392_292",0,0,0,1,1,0
"591","1392_293",0,0,0,1,1,0
"592","1391_1393",0,0,0,1,1,0
"593","1393_1394",0,0,0,1,1,0
"594","1394_294",0,0,0,1,1,0
"595","1394_1395",0,0,0,1,1,0
"596","1395_295",0,0,0,1,1,0
"597","1395_296",0,0,0,1,1,0
"598","1393_297",0,0,0,1,1,0
"599","1390_298",0,0,0,1,1,0
"600","1388_299",0,0,0,1,1,0
"601","1381_300",1,1,0,1,1,0
"602","1380_1396",1,1,0,1,1,0
"603","1396_1397",1,1,0,1,1,0
"604","1397_1398",1,1,0,1,1,0
"605","1398_301",1,1,0,1,1,0
"606","1398_302",1,1,0,1,1,0
"607","1397_303",1,1,0,1,1,0
"608","1396_1399",1,1,0,1,1,0
"609","1399_1400",1,1,0,1,1,0
"610","1400_304",1,1,0,1,1,0
"611","1400_1401",1,1,0,1,1,0
"612","1401_1402",1,1,0,1,1,0
"613","1402_305",1,1,0,1,1,0
"614","1402_306",1,1,0,1,1,0
"615","1401_307",1,1,0,1,1,0
"616","1399_1403",1,1,0,1,1,0
"617","1403_1404",1,1,0,1,1,0
"618","1404_1405",1,1,0,1,1,0
"619","1405_308",1,1,0,1,1,0
"620","1405_309",1,1,0,1,1,0
"621","1404_1406",1,1,0,1,1,0
"622","1406_310",1,1,0,1,1,0
"623","1406_1407",1,1,0,1,1,0
"624","1407_311",1,1,0,1,1,0
"625","1407_312",1,1,0,1,1,0
"626","1403_1408",1,1,0,1,1,0
"627","1408_313",1,1,0,1,1,0
"628","1408_314",1,1,0,1,1,0
"629","1359_1409",1,1,0,1,0.994,0
"630","1409_1410",1,1,0,0.994,1,1
"631","1410_1411",1,1,0,1,1,0
"632","1411_315",1,1,0,1,1,0
"633","1411_1412",1,1,0,1,1,0
"634","1412_316",1,1,0,1,1,0
"635","1412_1413",1,1,0,1,1,0
"636","1413_317",1,1,0,1,1,0
"637","1413_318",1,1,0,1,1,0
"638","1410_1414",1,1,0,1,1,0
"639","1414_1415",1,1,0,1,1,0
"640","1415_1416",1,1,0,1,1,0
"641","1416_319",1,1,0,1,1,0
"642","1416_320",1,1,0,1,1,0
"643","1415_321",1,1,0,1,1,0
"644","1414_1417",1,1,0,1,1,0
"645","1417_1418",1,1,0,1,1,0
"646","1418_322",1,1,0,1,1,0
"647","1418_1419",1,1,0,1,1,0
"648","1419_1420",1,1,0,1,1,0
"649","1420_323",1,1,0,1,1,0
"650","1420_324",1,1,0,1,1,0
"651","1419_1421",1,1,0,1,1,0
"652","1421_325",1,1,0,1,1,0
"653","1421_326",1,1,0,1,1,0
"654","1417_327",1,1,0,1,1,0
"655","1409_1422",1,1,0,0.994,0.644,0
"656","1422_1423",1,0,1,0.644,0.996,1
"657","1423_1424",0,0,0,0.996,1,1
"658","1424_1425",0,0,0,1,1,0
"659","1425_328",0,0,0,1,1,0
"660","1425_1426",0,0,0,1,1,0
"661","1426_329",0,0,0,1,1,0
"662","1426_330",0,0,0,1,1,0
"663","1424_331",0,0,0,1,1,0
"664","1423_1427",0,0,0,0.996,1,1
"665","1427_1428",0,0,0,1,1,0
"666","1428_332",0,0,0,1,1,0
"667","1428_333",0,0,0,1,1,0
"668","1427_334",0,0,0,1,1,0
"669","1422_1429",1,1,0,0.644,0.67,1
"670","1429_1430",1,0,1,0.67,0.96,1
"671","1430_1431",0,0,0,0.96,0.998,1
"672","1431_1432",0,0,0,0.998,1,1
"673","1432_335",0,0,0,1,1,0
"674","1432_1433",0,0,0,1,1,0
"675","1433_1434",0,0,0,1,1,0
"676","1434_336",0,0,0,1,1,0
"677","1434_337",0,0,0,1,1,0
"678","1433_1435",0,0,0,1,1,0
"679","1435_338",0,0,0,1,1,0
"680","1435_339",0,0,0,1,1,0
"681","1431_1436",0,0,0,0.998,1,1
"682","1436_340",0,0,0,1,1,0
"683","1436_1437",0,0,0,1,1,0
"684","1437_1438",0,0,0,1,1,0
"685","1438_1439",0,0,0,1,1,0
"686","1439_1440",0,0,0,1,1,0
"687","1440_1441",0,0,0,1,1,0
"688","1441_1442",0,0,0,1,1,0
"689","1442_1443",0,0,0,1,1,0
"690","1443_1444",0,0,0,1,1,0
"691","1444_1445",0,0,0,1,1,0
"692","1445_341",0,0,0,1,1,0
"693","1445_1446",0,0,0,1,1,0
"694","1446_1447",0,0,0,1,1,0
"695","1447_1448",0,0,0,1,1,0
"696","1448_342",0,0,0,1,1,0
"697","1448_343",0,0,0,1,1,0
"698","1447_1449",0,0,0,1,1,0
"699","1449_1450",0,0,0,1,1,0
"700","1450_1451",0,0,0,1,1,0
"701","1451_344",0,0,0,1,1,0
"702","1451_345",0,0,0,1,1,0
"703","1450_1452",0,0,0,1,1,0
"704","1452_346",0,0,0,1,1,0
"705","1452_1453",0,0,0,1,1,0
"706","1453_347",0,0,0,1,1,0
"707","1453_1454",0,0,0,1,1,0
"708","1454_348",0,0,0,1,1,0
"709","1454_349",0,0,0,1,1,0
"710","1449_1455",0,0,0,1,1,0
"711","1455_350",0,0,0,1,1,0
"712","1455_351",0,0,0,1,1,0
"713","1446_1456",0,0,0,1,1,0
"714","1456_352",0,0,0,1,1,0
"715","1456_353",0,0,0,1,1,0
"716","1444_1457",0,0,0,1,1,0
"717","1457_354",0,0,0,1,1,0
"718","1457_1458",0,0,0,1,1,0
"719","1458_1459",0,0,0,1,1,0
"720","1459_355",0,0,0,1,1,0
"721","1459_356",0,0,0,1,1,0
"722","1458_1460",0,0,0,1,1,0
"723","1460_1461",0,0,0,1,1,0
"724","1461_357",0,0,0,1,1,0
"725","1461_358",0,0,0,1,1,0
"726","1460_1462",0,0,0,1,1,0
"727","1462_359",0,0,0,1,1,0
"728","1462_360",0,0,0,1,1,0
"729","1443_1463",0,0,0,1,1,0
"730","1463_1464",0,0,0,1,1,0
"731","1464_361",0,0,0,1,1,0
"732","1464_1465",0,0,0,1,1,0
"733","1465_362",0,0,0,1,1,0
"734","1465_1466",0,0,0,1,1,0
"735","1466_363",0,0,0,1,1,0
"736","1466_364",0,0,0,1,1,0
"737","1463_1467",0,0,0,1,1,0
"738","1467_1468",0,0,0,1,1,0
"739","1468_365",0,0,0,1,1,0
"740","1468_1469",0,0,0,1,1,0
"741","1469_1470",0,0,0,1,1,0
"742","1470_1471",0,0,0,1,1,0
"743","1471_366",0,0,0,1,1,0
"744","1471_1472",0,0,0,1,1,0
"745","1472_367",0,0,0,1,1,0
"746","1472_368",0,0,0,1,1,0
"747","1470_369",0,0,0,1,1,0
"748","1469_370",0,0,0,1,1,0
"749","1467_1473",0,0,0,1,1,0
"750","1473_1474",0,0,0,1,1,0
"751","1474_371",0,0,0,1,1,0
"752","1474_1475",0,0,0,1,1,0
"753","1475_372",0,0,0,1,1,0
"754","1475_373",0,0,0,1,1,0
"755","1473_374",0,0,0,1,1,0
"756","1442_375",0,0,0,1,1,0
"757","1441_1476",0,0,0,1,1,0
"758","1476_376",0,0,0,1,1,0
"759","1476_377",0,0,0,1,1,0
"760","1440_1477",0,0,0,1,1,0
"761","1477_378",0,0,0,1,1,0
"762","1477_1478",0,0,0,1,1,0
"763","1478_1479",0,0,0,1,1,0
"764","1479_379",0,0,0,1,1,0
"765","1479_1480",0,0,0,1,1,0
"766","1480_380",0,0,0,1,1,0
"767","1480_381",0,0,0,1,1,0
"768","1478_382",0,0,0,1,1,0
"769","1439_1481",0,0,0,1,1,0
"770","1481_383",0,0,0,1,1,0
"771","1481_1482",0,0,0,1,1,0
"772","1482_384",0,0,0,1,1,0
"773","1482_1483",0,0,0,1,1,0
"774","1483_385",0,0,0,1,1,0
"775","1483_1484",0,0,0,1,1,0
"776","1484_386",0,0,0,1,1,0
"777","1484_1485",0,0,0,1,1,0
"778","1485_1486",0,0,0,1,1,0
"779","1486_1487",0,0,0,1,1,0
"780","1487_387",0,0,0,1,1,0
"781","1487_388",0,0,0,1,1,0
"782","1486_389",0,0,0,1,1,0
"783","1485_1488",0,0,0,1,1,0
"784","1488_390",0,0,0,1,1,0
"785","1488_391",0,0,0,1,1,0
"786","1438_1489",0,0,0,1,1,0
"787","1489_1490",0,0,0,1,1,0
"788","1490_1491",0,0,0,1,1,0
"789","1491_1492",0,0,0,1,1,0
"790","1492_1493",0,0,0,1,1,0
"791","1493_392",0,0,0,1,1,0
"792","1493_1494",0,0,0,1,1,0
"793","1494_1495",0,0,0,1,1,0
"794","1495_1496",0,0,0,1,1,0
"795","1496_393",0,0,0,1,1,0
"796","1496_1497",0,0,0,1,1,0
"797","1497_1498",0,0,0,1,1,0
"798","1498_394",0,0,0,1,1,0
"799","1498_1499",0,0,0,1,1,0
"800","1499_395",0,0,0,1,1,0
"801","1499_396",0,0,0,1,1,0
"802","1497_397",0,0,0,1,1,0
"803","1495_1500",0,0,0,1,1,0
"804","1500_398",0,0,0,1,1,0
"805","1500_1501",0,0,0,1,1,0
"806","1501_1502",0,0,0,1,1,0
"807","1502_1503",0,0,0,1,1,0
"808","1503_399",0,0,0,1,1,0
"809","1503_1504",0,0,0,1,1,0
"810","1504_400",0,0,0,1,1,0
"811","1504_401",0,0,0,1,1,0
"812","1502_1505",0,0,0,1,1,0
"813","1505_402",0,0,0,1,1,0
"814","1505_403",0,0,0,1,1,0
"815","1501_1506",0,0,0,1,1,0
"816","1506_404",0,0,0,1,1,0
"817","1506_405",0,0,0,1,1,0
"818","1494_1507",0,0,0,1,1,0
"819","1507_406",0,0,0,1,1,0
"820","1507_1508",0,0,0,1,1,0
"821","1508_1509",0,0,0,1,1,0
"822","1509_1510",0,0,0,1,1,0
"823","1510_407",0,0,0,1,1,0
"824","1510_408",0,0,0,1,1,0
"825","1509_1511",0,0,0,1,1,0
"826","1511_409",0,0,0,1,1,0
"827","1511_1512",0,0,0,1,1,0
"828","1512_410",0,0,0,1,1,0
"829","1512_1513",0,0,0,1,1,0
"830","1513_411",0,0,0,1,1,0
"831","1513_412",0,0,0,1,1,0
"832","1508_1514",0,0,0,1,1,0
"833","1514_1515",0,0,0,1,1,0
"834","1515_413",0,0,0,1,1,0
"835","1515_1516",0,0,0,1,1,0
"836","1516_414",0,0,0,1,1,0
"837","1516_415",0,0,0,1,1,0
"838","1514_1517",0,0,0,1,1,0
"839","1517_1518",0,0,0,1,1,0
"840","1518_1519",0,0,0,1,1,0
"841","1519_1520",0,0,0,1,1,0
"842","1520_1521",0,0,0,1,1,0
"843","1521_416",0,0,0,1,1,0
"844","1521_417",0,0,0,1,1,0
"845","1520_1522",0,0,0,1,1,0
"846","1522_1523",0,0,0,1,1,0
"847","1523_418",0,0,0,1,1,0
"848","1523_419",0,0,0,1,1,0
"849","1522_420",0,0,0,1,1,0
"850","1519_421",0,0,0,1,1,0
"851","1518_1524",0,0,0,1,1,0
"852","1524_422",0,0,0,1,1,0
"853","1524_1525",0,0,0,1,1,0
"854","1525_1526",0,0,0,1,1,0
"855","1526_423",0,0,0,1,1,0
"856","1526_424",0,0,0,1,1,0
"857","1525_1527",0,0,0,1,1,0
"858","1527_425",0,0,0,1,1,0
"859","1527_1528",0,0,0,1,1,0
"860","1528_1529",0,0,0,1,1,0
"861","1529_426",0,0,0,1,1,0
"862","1529_1530",0,0,0,1,1,0
"863","1530_427",0,0,0,1,1,0
"864","1530_1531",0,0,0,1,1,0
"865","1531_1532",0,0,0,1,1,0
"866","1532_428",0,0,0,1,1,0
"867","1532_429",0,0,0,1,1,0
"868","1531_1533",0,0,0,1,1,0
"869","1533_430",0,0,0,1,1,0
"870","1533_431",0,0,0,1,1,0
"871","1528_432",0,0,0,1,1,0
"872","1517_433",0,0,0,1,1,0
"873","1492_1534",0,0,0,1,1,0
"874","1534_434",0,0,0,1,1,0
"875","1534_1535",0,0,0,1,1,0
"876","1535_435",0,0,0,1,1,0
"877","1535_1536",0,0,0,1,1,0
"878","1536_436",0,0,0,1,1,0
"879","1536_1537",0,0,0,1,1,0
"880","1537_1538",0,0,0,1,1,0
"881","1538_437",0,0,0,1,1,0
"882","1538_438",0,0,0,1,1,0
"883","1537_439",0,0,0,1,1,0
"884","1491_440",0,0,0,1,1,0
"885","1490_441",0,0,0,1,1,0
"886","1489_1539",0,0,0,1,1,0
"887","1539_442",0,0,0,1,1,0
"888","1539_1540",0,0,0,1,1,0
"889","1540_443",0,0,0,1,1,0
"890","1540_1541",0,0,0,1,1,0
"891","1541_1542",0,0,0,1,1,0
"892","1542_444",0,0,0,1,1,0
"893","1542_445",0,0,0,1,1,0
"894","1541_1543",0,0,0,1,1,0
"895","1543_446",0,0,0,1,1,0
"896","1543_447",0,0,0,1,1,0
"897","1437_1544",0,0,0,1,1,0
"898","1544_1545",0,0,0,1,1,0
"899","1545_448",0,0,0,1,1,0
"900","1545_449",0,0,0,1,1,0
"901","1544_1546",0,0,0,1,1,0
"902","1546_450",0,0,0,1,1,0
"903","1546_451",0,0,0,1,1,0
"904","1430_452",0,0,0,0.96,1,1
"905","1429_1547",1,1,0,0.67,0.668,0
"906","1547_453",1,0,1,0.668,1,1
"907","1547_454",1,1,0,0.668,1,1
"908","1358_1548",1,1,0,1,1,0
"909","1548_1549",1,1,0,1,1,0
"910","1549_1550",1,1,0,1,1,0
"911","1550_1551",1,1,0,1,1,0
"912","1551_1552",1,1,0,1,0.998,0
"913","1552_455",1,0,1,0.998,1,1
"914","1552_1553",1,1,0,0.998,1,1
"915","1553_456",1,1,0,1,1,0
"916","1553_457",1,1,0,1,1,0
"917","1551_1554",1,1,0,1,1,0
"918","1554_458",1,1,0,1,1,0
"919","1554_459",1,1,0,1,1,0
"920","1550_1555",1,1,0,1,1,0
"921","1555_1556",1,1,0,1,1,0
"922","1556_1557",1,1,0,1,1,0
"923","1557_460",1,1,0,1,1,0
"924","1557_1558",1,1,0,1,1,0
"925","1558_461",1,1,0,1,1,0
"926","1558_462",1,1,0,1,1,0
"927","1556_1559",1,1,0,1,1,0
"928","1559_1560",1,1,0,1,1,0
"929","1560_463",1,1,0,1,1,0
"930","1560_1561",1,1,0,1,1,0
"931","1561_464",1,1,0,1,1,0
"932","1561_465",1,1,0,1,1,0
"933","1559_1562",1,1,0,1,1,0
"934","1562_1563",1,1,0,1,1,0
"935","1563_466",1,1,0,1,1,0
"936","1563_467",1,1,0,1,1,0
"937","1562_1564",1,1,0,1,1,0
"938","1564_1565",1,1,0,1,1,0
"939","1565_468",1,1,0,1,1,0
"940","1565_469",1,1,0,1,1,0
"941","1564_1566",1,1,0,1,1,0
"942","1566_470",1,1,0,1,1,0
"943","1566_471",1,1,0,1,1,0
"944","1555_1567",1,1,0,1,1,0
"945","1567_1568",1,1,0,1,1,0
"946","1568_472",1,1,0,1,1,0
"947","1568_1569",1,1,0,1,1,0
"948","1569_473",1,1,0,1,1,0
"949","1569_474",1,1,0,1,1,0
"950","1567_1570",1,1,0,1,1,0
"951","1570_475",1,1,0,1,1,0
"952","1570_476",1,1,0,1,1,0
"953","1549_1571",1,1,0,1,1,0
"954","1571_1572",1,1,0,1,1,0
"955","1572_1573",1,1,0,1,1,0
"956","1573_1574",1,1,0,1,1,0
"957","1574_1575",1,1,0,1,1,0
"958","1575_477",1,1,0,1,1,0
"959","1575_1576",1,1,0,1,1,0
"960","1576_478",1,1,0,1,1,0
"961","1576_1577",1,1,0,1,1,0
"962","1577_479",1,1,0,1,1,0
"963","1577_480",1,1,0,1,1,0
"964","1574_1578",1,1,0,1,1,0
"965","1578_1579",1,1,0,1,1,0
"966","1579_1580",1,1,0,1,1,0
"967","1580_481",1,1,0,1,1,0
"968","1580_482",1,1,0,1,1,0
"969","1579_1581",1,1,0,1,1,0
"970","1581_1582",1,1,0,1,1,0
"971","1582_483",1,1,0,1,1,0
"972","1582_484",1,1,0,1,1,0
"973","1581_485",1,1,0,1,1,0
"974","1578_1583",1,1,0,1,1,0
"975","1583_1584",1,1,0,1,1,0
"976","1584_1585",1,1,0,1,1,0
"977","1585_486",1,1,0,1,1,0
"978","1585_487",1,1,0,1,1,0
"979","1584_488",1,1,0,1,1,0
"980","1583_1586",1,1,0,1,1,0
"981","1586_1587",1,1,0,1,1,0
"982","1587_1588",1,1,0,1,1,0
"983","1588_489",1,1,0,1,1,0
"984","1588_490",1,1,0,1,1,0
"985","1587_1589",1,1,0,1,0.998,0
"986","1589_1590",1,1,0,0.998,1,1
"987","1590_491",1,1,0,1,1,0
"988","1590_492",1,1,0,1,1,0
"989","1589_1591",1,1,0,0.998,0.98,0
"990","1591_493",1,0,1,0.98,1,1
"991","1591_494",1,1,0,0.98,1,1
"992","1586_1592",1,1,0,1,1,0
"993","1592_1593",1,1,0,1,1,0
"994","1593_495",1,1,0,1,1,0
"995","1593_1594",1,1,0,1,1,0
"996","1594_496",1,1,0,1,1,0
"997","1594_497",1,1,0,1,1,0
"998","1592_498",1,1,0,1,1,0
"999","1573_1595",1,1,0,1,1,0
"1000","1595_499",1,1,0,1,1,0
"1001","1595_1596",1,1,0,1,1,0
"1002","1596_500",1,1,0,1,1,0
"1003","1596_1597",1,1,0,1,1,0
"1004","1597_1598",1,1,0,1,1,0
"1005","1598_501",1,1,0,1,1,0
"1006","1598_502",1,1,0,1,1,0
"1007","1597_503",1,1,0,1,1,0
"1008","1572_504",1,1,0,1,1,0
"1009","1571_1599",1,1,0,1,1,0
"1010","1599_505",1,1,0,1,1,0
"1011","1599_1600",1,1,0,1,1,0
"1012","1600_1601",1,1,0,1,1,0
"1013","1601_506",1,1,0,1,1,0
"1014","1601_1602",1,1,0,1,1,0
"1015","1602_1603",1,1,0,1,1,0
"1016","1603_507",1,1,0,1,1,0
"1017","1603_508",1,1,0,1,1,0
"1018","1602_1604",1,1,0,1,1,0
"1019","1604_1605",1,1,0,1,1,0
"1020","1605_509",1,1,0,1,1,0
"1021","1605_510",1,1,0,1,1,0
"1022","1604_1606",1,1,0,1,1,0
"1023","1606_1607",1,1,0,1,1,0
"1024","1607_511",1,1,0,1,1,0
"1025","1607_512",1,1,0,1,1,0
"1026","1606_1608",1,1,0,1,1,0
"1027","1608_1609",1,1,0,1,1,0
"1028","1609_513",1,1,0,1,1,0
"1029","1609_514",1,1,0,1,1,0
"1030","1608_1610",1,1,0,1,1,0
"1031","1610_515",1,1,0,1,1,0
"1032","1610_516",1,1,0,1,1,0
"1033","1600_1611",1,1,0,1,1,0
"1034","1611_1612",1,1,0,1,1,0
"1035","1612_1613",1,1,0,1,1,0
"1036","1613_1614",1,1,0,1,1,0
"1037","1614_1615",1,1,0,1,1,0
"1038","1615_517",1,1,0,1,1,0
"1039","1615_518",1,1,0,1,1,0
"1040","1614_1616",1,1,0,1,1,0
"1041","1616_1617",1,1,0,1,1,0
"1042","1617_1618",1,1,0,1,1,0
"1043","1618_519",1,1,0,1,1,0
"1044","1618_520",1,1,0,1,1,0
"1045","1617_521",1,1,0,1,1,0
"1046","1616_1619",1,1,0,1,1,0
"1047","1619_522",1,1,0,1,1,0
"1048","1619_1620",1,1,0,1,1,0
"1049","1620_523",1,1,0,1,1,0
"1050","1620_524",1,1,0,1,1,0
"1051","1613_1621",1,1,0,1,1,0
"1052","1621_525",1,1,0,1,1,0
"1053","1621_1622",1,1,0,1,1,0
"1054","1622_526",1,1,0,1,1,0
"1055","1622_527",1,1,0,1,1,0
"1056","1612_1623",1,1,0,1,1,0
"1057","1623_1624",1,1,0,1,1,0
"1058","1624_1625",1,1,0,1,1,0
"1059","1625_528",1,1,0,1,1,0
"1060","1625_1626",1,1,0,1,1,0
"1061","1626_529",1,1,0,1,1,0
"1062","1626_530",1,1,0,1,1,0
"1063","1624_1627",1,1,0,1,1,0
"1064","1627_1628",1,1,0,1,1,0
"1065","1628_1629",1,1,0,1,1,0
"1066","1629_1630",1,1,0,1,1,0
"1067","1630_531",1,1,0,1,1,0
"1068","1630_1631",1,1,0,1,1,0
"1069","1631_1632",1,1,0,1,1,0
"1070","1632_1633",1,1,0,1,1,0
"1071","1633_532",1,1,0,1,1,0
"1072","1633_1634",1,1,0,1,1,0
"1073","1634_533",1,1,0,1,1,0
"1074","1634_534",1,1,0,1,1,0
"1075","1632_1635",1,1,0,1,1,0
"1076","1635_535",1,1,0,1,1,0
"1077","1635_536",1,1,0,1,1,0
"1078","1631_1636",1,1,0,1,1,0
"1079","1636_1637",1,1,0,1,1,0
"1080","1637_1638",1,1,0,1,1,0
"1081","1638_1639",1,1,0,1,1,0
"1082","1639_537",1,1,0,1,1,0
"1083","1639_538",1,1,0,1,1,0
"1084","1638_1640",1,1,0,1,1,0
"1085","1640_1641",1,1,0,1,1,0
"1086","1641_539",1,1,0,1,1,0
"1087","1641_540",1,1,0,1,1,0
"1088","1640_541",1,1,0,1,1,0
"1089","1637_1642",1,1,0,1,1,0
"1090","1642_542",1,1,0,1,1,0
"1091","1642_1643",1,1,0,1,1,0
"1092","1643_543",1,1,0,1,1,0
"1093","1643_1644",1,1,0,1,1,0
"1094","1644_544",1,1,0,1,1,0
"1095","1644_545",1,1,0,1,1,0
"1096","1636_546",1,1,0,1,1,0
"1097","1629_547",1,1,0,1,1,0
"1098","1628_548",1,1,0,1,1,0
"1099","1627_1645",1,1,0,1,1,0
"1100","1645_549",1,1,0,1,1,0
"1101","1645_1646",1,1,0,1,1,0
"1102","1646_1647",1,1,0,1,1,0
"1103","1647_1648",1,1,0,1,1,0
"1104","1648_1649",1,1,0,1,1,0
"1105","1649_550",1,1,0,1,1,0
"1106","1649_551",1,1,0,1,1,0
"1107","1648_1650",1,1,0,1,1,0
"1108","1650_552",1,1,0,1,1,0
"1109","1650_553",1,1,0,1,1,0
"1110","1647_1651",1,1,0,1,1,0
"1111","1651_554",1,1,0,1,1,0
"1112","1651_1652",1,1,0,1,1,0
